title,runtime,imdb_score,votes,genre
The Worlds Divide,120,0.0,0,fantasy
Baba Yaga spasaet Novyy god,99,0.0,0,fantasy
Transformers One,104,7.6,48000,fantasy
Letters at Christmas,84,3.7,0,fantasy
Fureru,107,0.0,0,fantasy
Princesa Adormecida,80,0.0,0,fantasy
Sureshinteyum Sumalathayudeyum Hridayahariyaya Pranayakatha,138,0.0,0,fantasy
The Proud Princess,84,0.0,0,fantasy
SuperKlaus,88,0.0,0,fantasy
Respati,112,5.8,0,fantasy
Bhairadevi,134,0.0,0,fantasy
Hold Me Close,98,7.0,0,fantasy
Wicked,160,7.5,145000,fantasy
Red One,123,6.3,138000,fantasy
Princess Halle and the Jester,71,0.0,0,fantasy
Vidente por Acidente,93,0.0,0,fantasy
Universal Groove,74,0.0,0,fantasy
Videotheque,112,0.0,0,fantasy
Wonderful Precure! The Movie! Doki Doki Game no Sekai de Daiboken,71,0.0,0,fantasy
Planet 7693,110,0.0,0,fantasy
Hakkenden,149,0.0,0,fantasy
Dragon Ball Z Kai,82,0.0,0,fantasy
The Traveller,134,0.0,0,fantasy
Rita,107,0.0,0,fantasy
Godzilla x Kong: The New Empire,115,6.1,120000,fantasy
Intercambiadas,97,0.0,0,fantasy
Spirit Riser,98,0.0,0,fantasy
Si Juki the Movie: Harta Pulau Monyet,107,6.0,0,fantasy
Ebenezer: The Traveler,102,0.0,0,fantasy
"Don't Cry, Butterfly",97,0.0,0,fantasy
Sunce nikad vise,72,0.0,0,fantasy
Kajolrekha,156,0.0,0,fantasy
Turma da Mônica Jovem: Reflexos do Medo,88,0.0,0,fantasy
Nie Xiaoqian,112,0.0,0,fantasy
Pechi,110,0.0,0,fantasy
Ghostbusters: Frozen Empire,115,6.1,92000,fantasy
Ienai Himitsu,115,0.0,0,fantasy
Ooru Peru Bhairavakona,133,0.0,0,fantasy
Askepote,72,0.0,0,fantasy
The Seductress from Hell,102,0.0,0,fantasy
Ognivo,105,0.0,0,fantasy
Maya Puthagam,122,0.0,0,fantasy
The Gesuidouz,93,0.0,0,fantasy
Malaikottai Vaaliban,156,0.0,0,fantasy
Carol,115,8.3,0,fantasy
Uglies,100,4.7,32000,fantasy
Vincent,92,0.0,0,fantasy
The Jester from Transylvania,102,0.0,0,fantasy
PinkCity: A Psychedelic Meditation,95,0.0,0,fantasy
Vampire Genesis,105,0.0,0,fantasy
The Secret of Pin-Up Island,107,0.0,0,fantasy
Un cuento de pescadores,103,0.0,0,fantasy
Naag Bhoomi,130,0.0,0,fantasy
Fragments of Us,49,0.0,0,fantasy
Into the Mortal World,118,0.0,0,fantasy
Wedding Diaries,121,0.0,0,fantasy
Harold and the Purple Crayon,90,5.7,8000,fantasy
Joachim and the Apocalypse,90,0.0,0,fantasy
Les tempêtes,84,0.0,0,fantasy
Double Tuckerr,120,0.0,0,fantasy
Advent,119,0.0,0,fantasy
"The Girl, the Hunter & the Firefly",98,0.0,0,fantasy
Salomé,115,0.0,0,fantasy
Kung Fu Panda 4,94,6.3,67000,fantasy
Blue Christmas,79,0.0,0,fantasy
The Beads,100,0.0,0,fantasy
Keo=peul-ji-ok,94,0.0,0,fantasy
Couple in the Woods,65,0.0,0,fantasy
River Returns,109,0.0,0,fantasy
Fushigi Dagashiya Zenitendo,103,0.0,0,fantasy
Mephisto,108,0.0,0,fantasy
Hiçbir Sey Normal Degil,71,0.0,0,fantasy
Tokusou Sentai Dekaranger 20th: Fireball Booster,50,0.0,0,fantasy
Apollon by Day Athena by Night,112,0.0,0,fantasy
The Garfield Movie,101,5.7,24000,fantasy
Samaya bolshaya luna,105,0.0,0,fantasy
Two Breaths,18,0.0,0,fantasy
Fights Break Sphere 3,81,0.0,0,fantasy
Snake Skin Beauty,83,0.0,0,fantasy
Maxxie LaWow: Drag Super-shero,114,0.0,0,fantasy
The Eye of the Salamander,81,0.0,0,fantasy
Lilla spöket Laban spökar igen,44,0.0,0,fantasy
The Umbrella Fairy,95,0.0,0,fantasy
Domovyonok Kuzya,90,0.0,0,fantasy
Kalki 2898 AD,180,7.0,66000,fantasy
Dead Dead Demon's Dededede Destruction Zenpen,120,0.0,0,fantasy
Soul Traveler (The Feature),96,0.0,0,fantasy
Yao Shen Ling,93,0.0,0,fantasy
Chhota Bheem and the Curse of Damyaan,145,0.0,0,fantasy
Nueva Tierra,123,0.0,0,fantasy
Sith Wars: Episódio III - Fantasmas Dos Sith,99,0.0,0,fantasy
Ella,91,0.0,0,fantasy
Descendants: The Rise of Red,91,4.7,6900,fantasy
Tara - The Lost Star,90,0.0,0,fantasy
Traces of Love,105,0.0,0,fantasy
Spin the Wheel,102,0.0,0,fantasy
JAPA,110,0.0,0,fantasy
Cedric & Alysia,84,0.0,0,fantasy
Demon Host,80,0.0,0,fantasy
Mother Maker Lover Taker,99,0.0,0,fantasy
Spellbound,109,5.6,6500,fantasy
Fenómenos naturales,80,0.0,0,fantasy
Achilles Curse and the Curse of Treasure,125,0.0,0,fantasy
Apokrif,64,0.0,0,fantasy
Vasilisa i khraniteli vremeni,98,0.0,0,fantasy
The Old Man and the Demon Sword,63,0.0,0,fantasy
Formula vody,86,0.0,0,fantasy
Bob a Bobek ve filmu: Na stope Mrkvojeda,80,0.0,0,fantasy
Domovoy,102,0.0,0,fantasy
Pushpaka Vimanam,137,0.0,0,fantasy
Nosferatu,132,7.3,181000,fantasy
Rebel Moon - Part Two: The Scargiver,122,5.3,59000,fantasy
Tri bogatyrya. Ni dnya bez podviga,61,0.0,0,fantasy
Code Duello: From the Tithebanner Saga,61,0.0,0,fantasy
10/31 Part 4,87,0.0,0,fantasy
Kuttante Shinigami,112,0.0,0,fantasy
Woof Woof Daddy,105,0.0,0,fantasy
Bloodspawn,76,0.0,0,fantasy
UnichtoZhanna,98,0.0,0,fantasy
This Is Me... Now,65,4.1,7100,fantasy
The Journey of Flower,97,0.0,0,fantasy
Dank Frank,81,0.0,0,fantasy
Jack Hardy's Guide to Blackjack,90,0.0,0,fantasy
Sharma & Ambani,104,0.0,0,fantasy
The End,148,5.5,1600,fantasy
Supersiostry,90,0.0,0,fantasy
Self Harm,66,0.0,0,fantasy
IZLIYORLAR,113,0.0,0,fantasy
"Fallen Leaves, Broken Lighters",96,7.7,0,fantasy
Witches of God,73,0.0,0,fantasy
Darker Than Night,82,0.0,0,fantasy
Dragon Gate Inn,90,0.0,0,fantasy
Irish Wish,93,5.2,21000,fantasy
Our Crazy Love,86,0.0,0,fantasy
Brush of the God,74,0.0,0,fantasy
Wonderland,120,0.0,0,fantasy
Anxious.,95,0.0,0,fantasy
Painted Skin,80,0.0,0,fantasy
Black Dragon,99,0.0,0,fantasy
Iron Nest of the Moon,70,0.0,0,fantasy
Girl Haunts Boy,100,6.3,2800,fantasy
Exile: Director's Cut,90,0.0,0,fantasy
Les Écorchés - Partie 1,110,0.0,0,fantasy
Wanderer,50,0.0,0,fantasy
RB&O Live: Alice's Adventures in Wonderland,205,0.0,0,fantasy
Horse with No Name,72,0.0,0,fantasy
Princezna na hrásku,80,0.0,0,fantasy
Casa de Novia,110,0.0,0,fantasy
Monster Summer,97,5.7,3500,fantasy
Dark Suns II - Binary Sunset,45,0.0,0,fantasy
Sinoalice: The Very Last Story,74,0.0,0,fantasy
I Am Moon,127,0.0,0,fantasy
Libélula,90,0.0,0,fantasy
Let's Go! Anpanman: Baikinman and Lulun,64,0.0,0,fantasy
The Tearsmith,103,5.2,12000,fantasy
And Through the Portal We Go,83,0.0,0,fantasy
Reptilians: Serpent Kings and Ancient Rulers,194,0.0,0,fantasy
Estación Wadley,96,0.0,0,fantasy
Grown,76,0.0,0,fantasy
Xiao zi,101,0.0,0,fantasy
At the Back of the North Wind,63,0.0,0,fantasy
Nijari,106,0.0,0,fantasy
Dracu Ra,106,0.0,0,fantasy
Let the Moon Be My Moon,75,0.0,0,fantasy
Hagen,139,0.0,0,fantasy
Napoleon Street,110,0.0,0,fantasy
Chyortov kamen,105,0.0,0,fantasy
The Watchers Roblox movie,35,0.0,0,fantasy
Madness Unplugged,17,0.0,0,fantasy
Touken Ranbu Kai: Douden Chikashi Haberau Monora,69,0.0,0,fantasy
Kyle and the Last Emerald 2,15,8.4,0,fantasy
The American Society of Magical Negroes,104,3.7,12000,fantasy
Krapiva: Tsvetok smerti,81,6.0,0,fantasy
The Killer Goldfish,94,0.0,0,fantasy
Markus Bixby,65,0.0,0,fantasy
Legend of the Dead,74,0.0,0,fantasy
Bicho Monstro,75,0.0,0,fantasy
Nebesko,73,0.0,0,fantasy
Orion and the Dark,93,6.3,17000,fantasy
Gato Galactico e o Feitiço do Tempo,85,0.0,0,fantasy
Velký Pán,73,0.0,0,fantasy
Qianhe xiansheng,82,0.0,0,fantasy
LUDA,86,0.0,0,fantasy
Mortadella,90,0.0,0,fantasy
Paralokam,101,0.0,0,fantasy
Lucid Love,71,0.0,0,fantasy
Journey,70,0.0,0,fantasy
Flow,85,7.9,62000,fantasy
The Wonderful Story of Henry Sugar and Three More,88,7.1,6300,fantasy
Hero Kid,90,0.0,0,fantasy
The Ghost of Annie Lee,103,0.0,0,fantasy
Dave Gentic & Headgun,57,0.0,0,fantasy
PJ,108,0.0,0,fantasy
Le discours des songes,70,0.0,0,fantasy
Trident : The Beginning,65,0.0,0,fantasy
Skazochnyy patrul. Shou prodolzhayetsya,65,7.2,0,fantasy
Asher and Ruth,63,0.0,0,fantasy
Diego of the Dead 2,60,0.0,0,fantasy
Bhool Bhulaiyaa 3,158,0.0,0,fantasy
"Bryson, the Demon Slayer",59,0.0,0,fantasy
Línguas de Fogo,69,0.0,0,fantasy
My genie: secret wishes,90,0.0,0,fantasy
He's Not Pretty,64,0.0,0,fantasy
Lost Dolls,110,0.0,0,fantasy
The Seed,100,0.0,0,fantasy
Family Pack,94,5.5,8700,fantasy
Lyrical Protege: Corp World VS Artist World Vol 1,63,0.0,0,fantasy
Sihirli Ormana Yolculuk,80,0.0,0,fantasy
Cloud Chamber,114,0.0,0,fantasy
The Wager,83,0.0,0,fantasy
The Best Christmas Pageant Ever,99,6.8,6000,fantasy
Huang Pi: God of Money,82,0.0,0,fantasy
Steve's World,55,0.0,0,fantasy
Suseteer: The Movie,100,0.0,0,fantasy
Pemburu Saka,89,0.0,0,fantasy
Biography of Meng Po,76,0.0,0,fantasy
Mr. Squids,66,0.0,0,fantasy
Justice League: Crisis on Infinite Earths - Part One,93,6.2,8300,fantasy
Ghouroub,65,0.0,0,fantasy
The Legend of the Cat Demon,85,0.0,0,fantasy
Un trago de infierno,90,0.0,0,fantasy
Kan dao ling hun de na zhi yan shi gong,124,0.0,0,fantasy
Hero Camp!,76,0.0,0,fantasy
Justice League: Crisis on Infinite Earths - Part Three,94,6.1,4400,fantasy
Katu Pootha Malay,72,0.0,0,fantasy
Platser som var animé för mig,100,0.0,0,fantasy
Pay Back,60,0.0,0,fantasy
NJPW SMP: The Movie,50,0.0,0,fantasy
Saving Bikini Bottom: The Sandy Cheeks Movie,82,3.7,3800,fantasy
Entre Paris et Leuven,107,0.0,0,fantasy
The Veyshal Movie,120,0.0,0,fantasy
Bob's Hops,90,0.0,0,fantasy
The Wicklow's Witches,45,0.0,0,fantasy
The Blinkless,59,0.0,0,fantasy
Cantos Escuros,90,0.0,0,fantasy
A Grey Night,56,0.0,0,fantasy
Dear Santa,107,5.4,18000,fantasy
Young doctor's notes,86,0.0,0,fantasy
The Eternal Footman,100,0.0,0,fantasy
Pepperonia,66,0.0,0,fantasy
The Balconettes,104,0.0,0,fantasy
Kyle and the Last Emerald,20,5.6,0,fantasy
Gangsta,64,0.0,0,fantasy
11.11.18 Soldat Inconnu,78,0.0,0,fantasy
Na Ratunek Ksiezniczce!,62,0.0,0,fantasy
Bezumnyy angel Pinokkio,255,0.0,0,fantasy
The Wizard Prince,59,0.0,0,fantasy
The Hay Man,74,0.0,0,fantasy
Thelma the Unicorn,93,5.7,2900,fantasy
The Moon Asks for Help,96,0.0,0,fantasy
Incident at Panther Hills: Bigfoot's Return,58,0.0,0,fantasy
Prologue: Thalassophilia - A Cryptograph in Three Acts,15,0.0,0,fantasy
Cageling,69,0.0,0,fantasy
Sonic the Hedgehog 3,110,6.9,53000,fantasy
Pedro Páramo,130,6.3,2800,fantasy
The Way We Dream,63,0.0,0,fantasy
Hanu Man,158,0.0,0,fantasy
Exsulum,58,0.0,0,fantasy
Abaixo das Árvores,70,0.0,0,fantasy
Dragen og de 5 elementer,260,0.0,0,fantasy
The Process of Change,41,0.0,0,fantasy
Lerainzer and Fail,124,0.0,0,fantasy
Buffalo Kids,93,0.0,0,fantasy
Mystic Odyssey,144,0.0,0,fantasy
Pita's adventures,62,0.0,0,fantasy
The Thundermans Return,70,5.0,1800,fantasy
Hot Frosty,92,5.3,15000,fantasy
The Sand Castle,98,0.0,0,fantasy
Seven Cemeteries,84,0.0,0,fantasy
That Christmas,91,6.8,17000,fantasy
Woodwalkers,103,0.0,0,fantasy
The Tiger's Apprentice,84,5.7,2100,fantasy
Mufasa: The Lion King,118,6.6,48000,fantasy
Ultraman: Rising,117,6.9,6200,fantasy
Cinderella's Curse,82,3.3,1300,fantasy
Timestalker,89,0.0,0,fantasy
Justice League: Crisis on Infinite Earths - Part Two,94,5.5,5200,fantasy
Doraemon the Movie: Nobita's Earth Symphony,115,0.0,0,fantasy
Angels Fallen: Warriors of Peace,103,0.0,0,fantasy
The Lost Tiger,90,0.0,0,fantasy
A Dog's Will 2,104,0.0,0,fantasy
10 Lives,88,5.9,1900,fantasy
Woody Woodpecker Goes to Camp,100,4.5,2500,fantasy
Better Man,135,7.6,23000,fantasy
Cinderella's Revenge,85,0.0,0,fantasy
Dan Da Dan: First Encounter,83,0.0,0,fantasy
Mononoke the Movie: The Phantom in the Rain,89,0.0,0,fantasy
Dragonkeeper,98,5.7,1600,fantasy
Dalia y el Libro Rojo,107,0.0,0,fantasy
Warchief,94,2.5,0,fantasy
Unspeakable: Beyond the Wall of Sleep,90,0.0,0,fantasy
Alienoid: The Return to the Future,122,0.0,0,fantasy
Chantal in Fairyland,118,0.0,0,fantasy
Parthenope,137,6.6,9500,fantasy
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,104,7.1,8300,fantasy
Mars,84,0.0,0,fantasy
Harry Potter and the Stone,152,0.0,0,fantasy
200% Wolf,98,6.0,1300,fantasy
Rebellious,94,0.0,0,fantasy
The Night Before Christmas in Wonderland,80,6.3,0,fantasy
Man and Witch: The Dance of a Thousand Steps,94,5.5,0,fantasy
Devil's Knight,90,0.0,0,fantasy
Thangalaan,156,0.0,0,fantasy
A.R.M,150,0.0,0,fantasy
The Lord of the Rings: The War of the Rohirrim,134,6.3,28000,fantasy
Panda Bear in Africa,84,0.0,0,fantasy
Ryan's World the Movie: Titan Universe Adventure,80,0.0,0,fantasy
Overlord: The Sacred Kingdom,135,7.0,0,fantasy
Kanguva,152,0.0,0,fantasy
Niko: Beyond the Northern Lights,86,6.2,0,fantasy
"Love, Danielle",79,0.0,0,fantasy
Assassin's Guild,103,0.0,0,fantasy
Cells at Work!,109,0.0,0,fantasy
Ghost Cat Anzu,97,0.0,0,fantasy
Robin and the Hoods,100,0.0,0,fantasy
