title,runtime,imdb_score,votes,genre
The Legend of Catclaws Mountain,104,3.5,0,Family
The Life of Chuck,110,7.7,0,Fantasy
The Lord of the Rings: The War of the Rohirrim,134,6.3,28000,Adventure
The Lord of the Rings: The War of the Rohirrim,134,6.3,28000,Fantasy
The Lord of the Rings: The War of the Rohirrim,134,6.3,28000,Animation
The Magic Penguin,89,3.8,0,Family
The Neon Highway,113,6,0,Family
The Night Before Christmas in Wonderland,80,6.3,0,Family
The Night Before Christmas in Wonderland,80,6.3,0,Animation
The Night Before Christmas in Wonderland,80,6.3,0,Fantasy
The Remarkable Life of Ibelin,103,8.2,12000,Animation
The Return,116,6.2,7600,Adventure
The Tearsmith,103,5.2,12000,Fantasy
The Thundermans Return,70,5,1800,Fantasy
The Thundermans Return,70,5,1800,Family
The Tiger's Apprentice,84,5.7,2100,Adventure
The Tiger's Apprentice,84,5.7,2100,Family
The Tiger's Apprentice,84,5.7,2100,Animation
The Tiger's Apprentice,84,5.7,2100,Fantasy
The Wages of Fear,104,4.6,4100,Adventure
The Watchers,102,5.7,56000,Fantasy
The Wild Robot,102,8.2,154000,Animation
The Wonderful Story of Henry Sugar and Three More,88,7.1,6300,Fantasy
Thelma the Unicorn,93,5.7,2900,Fantasy
Thelma the Unicorn,93,5.7,2900,Family
Thelma the Unicorn,93,5.7,2900,Adventure
Thelma the Unicorn,93,5.7,2900,Animation
This Is Me... Now,65,4.1,7100,Fantasy
Transformers One,104,7.6,48000,Animation
Transformers One,104,7.6,48000,Adventure
Transformers One,104,7.6,48000,Family
Transformers One,104,7.6,48000,Fantasy
Treasure Trackers,92,5.8,0,Family
Twisters,122,6.5,161000,Adventure
Uglies,100,4.7,32000,Fantasy
Uglies,100,4.7,32000,Adventure
Ultraman: Rising,117,6.9,6200,Fantasy
Ultraman: Rising,117,6.9,6200,Animation
Ultraman: Rising,117,6.9,6200,Family
Ultraman: Rising,117,6.9,6200,Adventure
Unsung Hero,113,7,4900,Family
Venom: The Last Dance,110,6,109000,Adventure
Wallace & Gromit: Vengeance Most Fowl,82,7.5,33000,Adventure
Wallace & Gromit: Vengeance Most Fowl,82,7.5,33000,Family
Wallace & Gromit: Vengeance Most Fowl,82,7.5,33000,Animation
Warchief,94,2.5,0,Fantasy
Watchmen: Chapter I,83,7,6300,Animation
Watchmen: Chapter II,90,7,2800,Animation
Wicked,160,7.5,145000,Fantasy
Winner,103,6.5,2300,Adventure
Woody Woodpecker Goes to Camp,100,4.5,2500,Family
Woody Woodpecker Goes to Camp,100,4.5,2500,Animation
Woody Woodpecker Goes to Camp,100,4.5,2500,Fantasy
Woody Woodpecker Goes to Camp,100,4.5,2500,Adventure
You Gotta Believe,104,5.8,1300,Family
